"mz_10eV","10eV","mz_20eV","20eV","mz_40eV","40eV"
"50.3616","3.30E+1","50.1763","2.80E+1","50.6648","2.20E+1"
"50.3703","4.70E+1","50.598","4.80E+1","50.7961","2.10E+1"
"50.835","2.80E+1","50.6427","2.40E+1","51.9991","2.10E+1"
"50.9406","5.30E+1","50.7865","2.70E+1","52.1951","2.70E+1"
"51.7017","2.80E+1","51.053","7.30E+1","52.2694","3.60E+1"
"52.256","3.30E+1","52.2131","1.34E+2","52.3193","2.10E+1"
"52.8741","2.10E+1","53.2403","3.10E+1","53.1722","2.40E+1"
"53.1807","2.20E+1","53.2617","2.90E+1","53.8273","3.80E+1"
"53.3742","2.10E+1","53.3277","6.40E+1","53.9774","2.00E+1"
"53.495","2.60E+1","53.4144","7.20E+1","55.0159","5.80E+1"
"54.5461","2.90E+1","53.645","2.10E+1","57.0157","7.30E+1"
"55.7598","2.00E+1","53.7402","2.20E+1","57.3799","2.30E+1"
"56.0079","2.20E+1","54.2553","2.20E+1","57.4555","2.20E+1"
"56.3336","2.50E+1","54.3729","3.30E+1","57.7051","3.80E+1"
"56.3689","2.40E+1","54.4293","2.50E+1","57.9623","2.40E+1"
"56.7906","2.10E+1","55.1481","2.40E+1","58.0653","5.00E+1"
"57.0935","2.60E+1","55.2912","2.60E+1","58.6347","2.10E+1"
"57.2209","2.30E+1","55.5208","4.90E+1","59.0488","3.70E+1"
"57.3601","2.10E+1","55.6644","2.90E+1","59.4571","2.10E+1"
"57.9904","2.40E+1","57.0411","2.70E+1","59.6232","2.60E+1"
"58.5555","4.60E+1","57.0519","2.90E+1","60.0328","3.60E+1"
"59.2924","2.00E+1","57.067","2.20E+1","60.0473","1.38E+2"
"59.5846","5.70E+1","57.1124","2.30E+1","60.0539","7.86E+2"
"59.7588","2.10E+1","57.6521","8.30E+1","60.2272","2.40E+1"
"59.9301","2.20E+1","58.014","2.30E+1","60.3295","2.10E+1"
"59.9627","2.20E+1","58.0246","2.10E+1","60.594","2.60E+1"
"60.0375","6.20E+1","58.0601","2.40E+1","60.823","2.80E+1"
"60.5372","2.20E+1","58.7119","2.20E+1","61.0579","2.40E+1"
"60.6137","4.40E+1","58.9666","3.10E+1","61.7793","2.80E+1"
"61.1714","2.20E+1","59.2157","2.70E+1","62.3867","2.40E+1"
"61.3125","3.20E+1","59.6667","2.20E+1","63.0257","2.10E+1"
"61.3435","3.90E+1","59.7083","2.20E+1","63.4429","2.40E+1"
"61.3643","2.50E+1","60.0458","8.31E+1","65.0212","6.49E+1"
"61.4486","2.50E+1","60.0562","3.02E+2","65.039","6.58E+2"
"61.9849","2.20E+1","60.5833","3.30E+1","65.0538","2.20E+1"
"62.0408","2.50E+1","60.6567","2.50E+1","65.1597","2.70E+1"
"62.2719","2.40E+1","61.3344","2.40E+1","65.4173","2.60E+1"
"62.2986","2.20E+1","61.8767","4.60E+1","66.0272","2.18E+1"
"62.3351","2.30E+1","62.7872","2.20E+1","66.0376","4.70E+1"
"63.3552","3.20E+1","63.2469","2.10E+1","66.8272","3.70E+1"
"63.3747","2.30E+1","63.2816","3.60E+1","67.019","2.40E+1"
"63.576","2.00E+1","63.4218","2.10E+1","67.03","2.70E+1"
"64.0191","2.40E+1","63.5371","2.50E+1","67.041","9.50E+1"
