"mz_10eV","10eV","mz_20eV","20eV","mz_30eV","30eV"
"60.0535","2.10E+1","60.0337","2.10E+1","50.3714","2.10E+1"
"65.0605","2.20E+1","67.045","2.10E+1","55.9282","2.00E+1"
"69.0691","2.85E+2","68.813","3.20E+1","55.9404","2.80E+1"
"70.0282","6.73E+2","69.029","2.10E+1","55.953","2.70E+1"
"70.0679","4.40E+1","69.0678","1.09E+2","65.0563","3.00E+1"
"70.5044","2.10E+1","69.9533","4.90E+1","67.0558","4.90E+1"
"71.0362","2.50E+1","70.0284","2.87E+2","67.937","4.90E+1"
"72.0864","2.50E+1","70.0656","9.70E+1","69.0535","2.00E+1"
"73.085","2.10E+1","71.0619","5.80E+1","69.072","8.80E+1"
"73.9435","3.00E+1","72.0481","2.50E+1","70.0263","6.80E+1"
"74.0213","3.40E+1","72.937","2.20E+1","70.0504","2.60E+1"
"78.2404","2.20E+1","74.0003","2.90E+1","70.0652","3.01E+2"
"81.0315","2.60E+1","74.0239","1.38E+2","70.9372","6.30E+1"
"81.0675","2.20E+1","74.3653","2.70E+1","71.069","2.80E+1"
"83.9466","2.40E+1","75.0243","2.00E+1","71.93","4.40E+1"
"84.0452","6.36E+2","77.0368","7.40E+1","72.0792","2.53E+1"
"84.0769","1.45E+2","78.0265","3.68E+1","72.0867","2.30E+1"
"84.1107","5.50E+1","78.0385","2.46E+1","72.9129","2.20E+1"
"84.4745","3.30E+1","79.0536","4.50E+1","72.9381","9.50E+1"
"85.0461","4.00E+1","80.0489","4.00E+1","74.0251","2.04E+2"
"85.0824","2.40E+1","82.0631","1.08E+2","77.0376","6.70E+1"
"86.067","2.10E+1","82.0767","3.70E+1","78.0366","2.20E+1"
"86.0963","5.65E+3","84.0193","2.30E+1","79.0533","2.10E+1"
"86.3379","2.60E+1","84.0431","4.88E+2","80.0396","2.70E+1"
"86.8704","2.60E+1","84.0786","1.66E+2","80.0505","2.70E+1"
"87.055","5.70E+2","85.0299","2.00E+1","82.0288","2.00E+1"
"87.0801","3.50E+1","85.0492","8.00E+1","82.0662","4.60E+1"
"87.0987","2.70E+2","85.0858","2.10E+1","83.0123","3.60E+1"
"87.179","2.50E+1","86.0462","2.10E+1","83.047","2.30E+1"
"88.0323","2.10E+1","86.0782","7.74E+0","83.0599","5.30E+1"
"88.0433","5.10E+1","86.0965","1.42E+3","84.0111","2.50E+1"
"88.1966","3.20E+1","87.0562","5.40E+1","84.0422","9.20E+1"
"89.9382","2.20E+1","87.0981","2.80E+1","84.0596","2.10E+1"
"91.3714","3.00E+1","88.0412","5.20E+1","84.0815","1.75E+2"
"93.0471","2.60E+1","90.9499","2.50E+1","85.0582","2.50E+1"
"93.0707","3.00E+1","91.0504","3.20E+1","85.0877","2.10E+1"
"93.0873","2.40E+1","92.9712","2.40E+1","86.0354","5.00E+1"
"94.9671","8.70E+1","93.0732","7.20E+1","86.0585","4.50E+1"
"95.0499","2.40E+1","94.6055","2.30E+1","86.097","4.96E+2"
"95.9703","7.30E+1","94.968","2.60E+1","87.0576","7.50E+1"
"96.0279","2.10E+1","95.0666","2.18E+1","90.9093","3.00E+1"
"96.0804","2.54E+2","95.0771","1.50E+2","91.0434","3.61E+1"
"96.3691","2.10E+1","96.0812","7.70E+2","91.0546","1.83E+2"
"96.9603","1.69E+3","96.4053","7.10E+1","92.0483","2.50E+1"
"96.977","7.06E+1","96.9338","2.30E+1","93.0437","2.33E+2"
"97.0068","3.70E+1","96.9632","1.11E+2","93.0733","5.90E+1"
"97.9683","3.20E+1","97.025","2.10E+1","94.0405","2.20E+1"
"98.0256","4.90E+1","97.0331","3.10E+1","94.0514","5.13E+1"
"98.0513","3.20E+1","97.0837","1.10E+2","94.0678","1.01E+2"
"98.0618","3.09E+1","98.0864","2.53E+1","95.0546","2.10E+1"
"98.0966","1.81E+2","98.0922","6.26E+1","95.5353","3.70E+1"
"99.0062","3.50E+1","98.1014","1.18E+2","95.9557","2.30E+1"
"99.0548","2.10E+1","98.2977","2.00E+1","96.0826","2.33E+2"
"102.0561","2.10E+1","99.108","2.70E+1","96.9612","8.80E+1"
"102.0921","2.60E+1","100.0696","5.60E+1","97.0303","3.30E+1"
"103.1695","2.70E+1","100.081","2.12E+1","97.0781","1.14E+2"
"103.8064","2.10E+1","101.0452","2.50E+1","98.0142","4.40E+1"
"105.0656","2.10E+1","106.0702","2.30E+1","98.0253","2.06E+1"
"110.0732","1.21E+2","107.0627","2.10E+1","98.999","3.00E+1"
"110.0977","3.06E+2","108.0557","2.20E+1","99.0133","2.40E+1"
"110.9168","5.10E+1","108.0769","5.00E+1","100.0768","2.50E+1"
"111.0225","2.00E+1","109.0611","2.60E+1","100.9305","4.00E+1"
"111.0503","2.30E+1","110.0549","2.50E+1","103.0545","1.62E+2"
"111.0748","4.40E+1","110.0664","1.28E+2","104.0488","4.70E+1"
"112.0382","9.20E+1","110.0969","5.94E+2","107.0516","2.30E+1"
"112.0771","1.19E+2","110.1263","2.60E+1","108.0551","9.20E+1"
"112.0911","2.30E+1","111.0757","6.70E+1","108.0787","8.70E+1"
"112.1118","7.80E+1","111.0982","2.30E+1","109.0402","5.40E+1"
"112.9562","2.20E+1","112.0477","6.40E+1","110.0402","2.30E+1"
"113.0606","2.00E+1","112.0698","8.03E+1","110.0685","4.93E+2"
"113.0758","4.20E+1","112.0831","1.19E+2","110.0965","5.90E+1"
"113.1134","2.90E+1","112.117","4.80E+1","111.0715","2.40E+1"
"113.9646","5.00E+1","112.9658","2.80E+1","111.0799","2.10E+1"
"114.0387","2.20E+1","113.0911","2.20E+1","111.1062","2.10E+1"
"114.0532","2.50E+1","113.1069","4.70E+1","112.0752","6.12E+1"
"114.0904","1.39E+2","113.5233","2.10E+1","113.04","6.10E+1"
"114.9633","6.82E+1","113.9606","7.20E+1","113.0715","2.30E+1"
"114.9749","1.58E+2","113.9794","2.20E+1","113.9596","4.40E+1"
"115.0545","8.19E+1","114.0561","2.50E+1","114.0553","5.00E+1"
"115.0862","8.20E+1","114.0846","2.51E+1","114.0946","2.30E+1"
"115.967","2.10E+1","114.0951","8.77E+1","114.947","2.20E+1"
