"mz_10eV","10eV","mz_15eV","15eV","mz_35eV","35eV"
"56.0454","2.51E+2","50.5457","2.20E+1","51.022","0.00E+0"
"57.0534","3.10E+1","51.5245","2.90E+1","51.0234","8.00E+0"
"60.9996","2.30E+1","51.701","2.00E+1","51.0249","1.30E+1"
"61.008","7.00E+1","52.0279","4.70E+1","51.0264","2.00E+0"
"62.0065","2.50E+1","56.0491","2.35E+2","51.0278","0.00E+0"
"63.0005","3.10E+1","56.405","2.60E+1","56.0453","0.00E+0"
"64.0027","2.60E+1","57.0483","2.00E+1","56.0468","9.00E+0"
"66.0486","2.80E+1","57.9788","3.70E+1","56.0483","2.60E+1"
"70.033","3.70E+1","58.0773","2.10E+1","56.0499","1.20E+1"
"71.0526","2.00E+1","58.6355","2.00E+1","56.0514","3.10E+1"
"73.914","2.10E+1","59.6096","2.50E+1","56.0529","4.00E+0"
"74.0486","3.00E+1","60.0355","2.20E+1","56.0545","0.00E+0"
"74.0609","7.50E+1","61.0092","6.70E+1","61.0052","0.00E+0"
"75.8073","2.20E+1","62.1671","2.50E+1","61.0068","1.60E+1"
"76.3238","5.80E+1","63.6291","3.30E+1","61.0084","3.70E+1"
"77.8579","3.30E+1","63.6957","2.40E+1","61.01","3.60E+1"
"79.007","2.10E+1","64.6978","4.00E+1","61.0116","2.80E+1"
"79.184","2.90E+1","65.2941","2.10E+1","61.0132","9.00E+0"
"79.4915","2.80E+1","66.1981","3.80E+1","61.0148","0.00E+0"
"80.8688","3.50E+1","68.0828","2.20E+1","65.0354","0.00E+0"
"81.4286","2.10E+1","69.7128","3.30E+1","65.037","1.90E+1"
"83.0534","3.60E+1","70.0287","1.22E+2","65.0387","2.00E+0"
"84.0454","7.74E+2","70.0639","2.20E+1","65.0404","0.00E+0"
"85.01","2.60E+1","71.0348","2.50E+1","68.049","0.00E+0"
"85.7315","2.80E+1","72.0798","8.80E+1","68.0507","5.00E+0"
"86.0756","2.10E+1","72.2768","3.10E+1","68.0523","1.10E+1"
"86.0975","4.21E+2","72.6777","3.00E+1","68.054","5.00E+0"
"87.0724","2.20E+1","73.882","2.30E+1","68.0557","0.00E+0"
"87.4149","4.80E+1","74.0374","2.50E+1","69.0313","0.00E+0"
"88.0427","1.11E+2","74.0607","1.12E+2","69.033","2.00E+0"
"88.8126","2.00E+1","74.1646","2.30E+1","69.0347","1.30E+1"
"89.0694","2.50E+1","75.7319","2.30E+1","69.0364","1.30E+1"
"89.4626","2.20E+1","75.8389","2.20E+1","69.0381","0.00E+0"
"90.0539","2.10E+1","76.5315","2.10E+1","70.0548","0.00E+0"
"91.0558","5.10E+1","77.0383","1.92E+2","70.0565","5.00E+0"
"93.0564","2.90E+1","77.0718","3.80E+1","70.0583","1.50E+1"
"93.0688","4.60E+1","78.8122","2.00E+1","70.06","7.00E+0"
"97.2538","3.50E+1","79.0565","9.80E+1","70.0617","0.00E+0"
"97.8505","2.60E+1","83.5708","2.30E+1","70.0634","0.00E+0"
"98.5958","5.80E+1","84.0149","6.48E+1","70.0651","9.00E+0"
"99.0093","2.70E+1","84.0446","4.93E+3","70.0668","1.60E+1"
"99.0484","5.20E+1","84.0782","3.60E+1","70.0685","0.00E+0"
"100.2319","2.30E+1","84.1157","2.10E+1","72.0794","0.00E+0"
"100.5605","2.10E+1","84.6257","3.80E+1","72.0811","1.00E+1"
"100.9191","2.10E+1","84.7031","2.30E+1","72.0829","1.30E+1"
"102.0602","5.10E+1","84.7761","2.00E+1","72.0846","2.00E+1"
"103.017","3.60E+1","85.0298","3.92E+1","72.0863","0.00E+0"
"103.0548","1.31E+3","85.045","2.62E+2","74.0553","0.00E+0"
"103.4391","2.10E+1","85.0616","2.90E+1","74.0571","1.10E+1"
"103.53","3.70E+1","85.0935","2.60E+1","74.0588","1.90E+1"
"103.7546","2.00E+1","86.0973","4.28E+2","74.0606","2.00E+0"
"104.0211","2.40E+1","86.273","3.10E+1","74.0624","1.40E+1"
"104.0342","1.22E+2","86.6362","2.10E+1","74.0641","7.00E+0"
"104.0543","1.78E+4","86.9524","5.00E+1","74.0659","1.00E+1"
"104.0872","2.20E+1","86.982","3.20E+1","74.0676","1.20E+1"
"104.1108","4.50E+1","87.0312","2.10E+1","74.0694","1.00E+0"
"104.2142","5.30E+1","87.0605","2.20E+1","74.0712","0.00E+0"
"104.3","2.30E+1","87.0937","2.30E+1","75.8066","0.00E+0"
"104.4691","2.30E+1","87.1035","5.00E+1","75.8084","1.90E+1"
"105.0381","2.12E+1","87.5618","3.80E+1","75.8102","1.20E+1"
"105.0559","5.86E+2","88.011","6.00E+1","75.812","1.00E+0"
"105.4202","2.60E+1","88.038","7.50E+1","75.8138","0.00E+0"
"106.0292","2.20E+1","88.0456","2.72E+1","75.9973","0.00E+0"
"106.0497","3.93E+2","88.0807","2.40E+1","75.9991","1.20E+1"
"106.2436","3.40E+1","88.101","2.20E+1","76.0009","8.00E+0"
"106.4628","2.20E+1","89.0355","7.60E+1","76.0027","0.00E+0"
"107.0476","2.52E+2","90.0414","2.20E+1","77.0083","0.00E+0"
"107.6385","2.10E+1","90.053","2.20E+1","77.0101","1.10E+1"
"108.0504","2.00E+1","91.0548","3.72E+2","77.0119","2.90E+1"
"108.9913","2.30E+1","91.4431","2.30E+1","77.0137","1.70E+1"
"109.3147","2.20E+1","91.8954","2.70E+1","77.0155","0.00E+0"
"109.4987","2.30E+1","92.049","2.40E+1","77.019","0.00E+0"
"109.5321","5.50E+1","92.0609","2.10E+1","77.0208","3.00E+0"
"110.04","4.30E+1","93.0583","7.05E+1","77.0226","1.20E+1"
"110.5066","4.70E+1","93.0696","3.34E+2","77.0244","8.00E+0"
