"mz_10eV","10eV","mz_25eV","25eV","mz_45eV","45eV"
"54.3963","3.60E+1","58.5925","2.60E+1","55.0525","2.20E+1"
"56.036","2.50E+1","58.65","2.70E+1","56.0431","2.10E+1"
"56.5295","3.20E+1","60.0556","7.70E+1","60.0476","2.10E+1"
"57.4921","2.90E+1","65.9827","2.80E+1","60.0576","2.60E+1"
"58.147","2.40E+1","69.057","4.00E+1","68.042","6.20E+1"
"61.482","2.20E+1","69.0714","2.40E+1","68.0506","1.16E+2"
"61.5991","2.10E+1","70.0323","4.70E+1","69.07","1.14E+2"
"66.1204","2.50E+1","70.0442","2.10E+1","69.7961","2.30E+1"
"67.448","5.90E+1","70.0654","3.52E+3","70.0243","4.50E+1"
"68.2999","2.10E+1","70.1033","3.40E+1","70.0371","1.01E+2"
"68.3369","2.10E+1","70.2261","2.40E+1","70.0659","9.64E+3"
"69.7311","3.00E+1","71.0667","7.60E+1","70.0871","4.60E+1"
"70.2665","2.30E+1","71.1751","2.60E+1","71.0542","2.10E+1"
"70.4588","2.70E+1","72.062","2.40E+1","71.069","1.97E+2"
"71.045","2.40E+1","72.0834","7.00E+1","72.0726","1.77E+1"
"73.9431","4.90E+1","74.0586","5.60E+1","72.0836","1.69E+2"
"74.5136","2.60E+1","77.0427","2.20E+1","73.0274","2.40E+1"
"74.5443","3.00E+1","79.0631","2.00E+1","74.0283","2.20E+1"
"75.1553","2.30E+1","79.2209","2.60E+1","74.0628","2.20E+1"
"77.4209","2.60E+1","81.0359","7.00E+1","75.1413","3.50E+1"
"77.965","2.70E+1","82.0622","3.60E+1","76.9936","2.00E+1"
"78.8804","2.70E+1","84.028","5.30E+1","77.0278","2.60E+1"
"79.307","2.30E+1","84.0464","3.36E+2","77.0386","4.40E+1"
"82.449","3.20E+1","84.07","5.17E+1","78.9214","2.30E+1"
"83.5524","6.00E+1","84.0828","5.51E+2","79.0566","3.70E+1"
"84.083","2.20E+1","85.0274","4.30E+1","81.0174","2.20E+1"
"85.4583","2.30E+1","85.0423","3.50E+1","81.0305","2.66E+1"
"86.0987","4.80E+1","85.075","2.30E+1","81.0357","2.12E+1"
"87.7717","2.70E+1","85.0888","2.70E+1","81.0414","2.39E+1"
"88.55","5.70E+1","86.0977","1.13E+3","81.0702","2.30E+1"
"89.4303","2.50E+1","86.7794","2.20E+1","81.7946","4.20E+1"
"90.0128","2.10E+1","87.0567","2.10E+1","82.0501","4.00E+1"
"90.488","2.20E+1","87.1312","2.80E+1","82.0671","1.73E+2"
"91.0431","2.30E+1","88.0309","5.45E+1","83.0282","2.40E+1"
"91.8768","2.90E+1","88.0408","2.05E+1","83.0633","7.80E+1"
"91.9786","2.30E+1","88.0791","6.90E+1","83.5989","2.50E+1"
"92.0226","2.50E+1","89.0437","2.40E+1","84.0458","6.12E+2"
"95.5811","2.10E+1","91.0525","4.20E+1","84.0817","8.27E+2"
"95.672","2.60E+1","91.4097","2.60E+1","85.0306","5.22E+1"
"96.7105","2.50E+1","93.0498","5.60E+1","85.0406","2.04E+1"
"99.8475","2.80E+1","93.3105","4.50E+1","85.0681","3.77E+1"
"101.2635","2.50E+1","94.0529","2.30E+1","85.0803","6.48E+1"
"103.2094","2.00E+1","94.5239","2.10E+1","86.0593","2.10E+1"
"105.9115","2.70E+1","94.9024","2.00E+1","86.0673","2.70E+1"
