"mz_10eV","10 ev","mz_20eV","20 ev","mz_40eV","40 ev"
"544.2582","2.400e1","334.1008","2.100e1","219.0479","1.070e2"
"544.3386","2.300e1","334.1554","2.400e1","219.1102","1.166e4"
"544.3853","3.200e1","334.2006","3.400e1","219.1568","6.839e1"
"544.4476","2.100e1","335.1031","1.020e2","219.1754","2.370e1"
"544.5952","2.900e1","335.1340","6.916e1","219.2224","5.500e1"
"544.8774","4.000e1","335.4904","2.200e1","219.2367","6.300e1"
"544.9127","2.100e1","335.9196","3.800e1","219.3416","2.300e1"
"545.1122","3.100e1","335.9585","2.200e1","219.5515","2.900e1"
"545.5405","1.270e2","336.0175","2.400e1","219.9354","3.200e1"
"545.9547","2.100e1","336.0995","7.458e1","219.9938","2.200e1"
"546.8499","7.300e1","336.1451","3.163e1","220.0751","2.444e3"
"547.0606","3.000e1","336.6305","1.560e2","220.1160","9.783e2"
"547.1965","3.100e1","336.8872","2.200e1","220.1553","1.539e1"
"547.6505","3.900e1","337.0132","1.470e2","220.5957","2.200e1"
"548.1478","6.500e1","337.1034","2.297e1","220.7908","6.400e1"
"548.2047","2.700e1","337.1313","4.807e0","220.9319","2.100e1"
"548.5975","9.000e1","337.1684","7.109e1","221.0546","3.850e2"
"548.6969","2.000e1","337.1869","1.686e2","221.1079","2.507e2"
"549.0713","6.000e1","337.5376","7.700e1","221.1450","7.903e0"
"549.2762","2.000e1","337.5888","2.300e1","221.5405","2.100e1"
"549.5479","2.100e1","338.0103","2.100e1","221.5637","3.300e1"
"549.6153","6.700e1","338.0552","2.400e1","221.8200","3.700e1"
"549.6940","2.200e1","338.1113","6.487e1","221.9865","4.000e1"
"549.8933","2.500e1","338.1479","2.658e1","222.0575","2.446e1"
"550.0706","6.000e1","338.3618","2.200e1","222.0895","7.134e2"
"550.1827","2.000e1","338.5632","3.100e1","222.1256","8.305e1"
"550.2800","2.000e1","338.8935","2.200e1","222.1450","2.359e1"
"550.3112","2.000e1","339.0885","1.506e1","222.8661","2.500e1"
"550.4284","2.500e1","339.1202","2.061e2","222.9907","3.600e1"
"550.6387","4.700e1","339.1790","2.329e1","223.0574","9.466e1"
"550.8373","2.500e1","340.1263","6.743e2","223.0795","5.626e2"
"550.8764","2.700e1","340.5879","2.600e1","223.1198","7.394e2"
"550.9932","2.200e1","340.6046","2.500e1","223.1959","6.000e1"
"551.1098","7.200e1","341.1027","2.500e1","223.3816","2.300e1"
"551.1538","2.900e1","341.1391","1.729e2","223.4576","3.600e1"
"551.2788","2.500e1","342.1258","1.323e2","224.0318","2.400e1"
"551.6323","2.600e1","342.1579","2.031e1","224.0669","8.742e2"
"551.9163","3.100e1","343.1347","2.054e1","224.1027","8.283e2"
"551.9686","2.100e1","343.1505","4.624e1","224.1180","3.586e2"
"552.0969","2.200e1","343.1979","2.200e1","224.1472","3.076e1"
"552.8308","2.000e1","343.7581","2.300e1","224.2372","2.300e1"
"552.9567","2.700e1","344.1325","7.356e1","224.9157","2.700e1"
"553.4427","2.900e1","344.1649","4.518e2","225.0243","3.500e1"
"553.6272","2.400e1","344.6156","4.200e1","225.0513","5.519e2"
"553.8123","2.300e1","345.1049","3.000e1","225.0996","1.284e4"
"554.0080","2.000e1","345.1390","2.645e2","225.1554","3.260e1"
"554.2110","2.600e1","345.1641","9.029e2","225.3538","2.000e1"
"554.4125","2.000e1","345.2398","3.100e1","225.5418","3.800e1"
"554.4989","5.900e1","346.0299","2.100e1","225.6751","4.900e1"
"554.5443","4.100e1","346.1079","2.400e1","225.9393","2.500e1"
"554.7642","2.600e1","346.1562","1.417e2","226.0293","1.806e1"
"554.9929","2.200e1","346.1830","4.894e2","226.0839","4.288e4"
"555.5461","3.900e1","347.0219","3.800e1","226.1473","1.353e1"
"555.6750","2.900e1","347.0932","8.175e1","226.2105","4.100e1"
"555.9969","3.000e1","347.1137","1.704e1","226.2649","2.800e1"
"556.1937","6.400e1","347.1664","2.041e2","226.9780","2.100e1"
"556.5132","2.700e1","347.1989","2.100e1","227.0874","2.916e3"
"556.6366","2.400e1","347.4015","4.600e1","227.1237","3.579e2"
"556.9526","2.900e1","347.4290","2.800e1","227.2337","2.100e1"
"557.1748","2.200e1","347.4904","2.800e1","227.3703","4.100e1"
"557.2837","2.500e1","347.8500","3.500e1","227.5260","2.900e1"
"557.5259","2.600e1","347.9023","2.100e1","227.6086","4.600e1"
"557.6047","3.000e1","348.1016","5.100e1","228.0567","3.207e1"
"558.0596","1.090e2","348.1418","7.529e1","228.1176","6.925e0"
"558.2688","3.100e1","348.1738","1.372e2","228.1250","1.838e1"
"558.6089","2.400e1","348.2321","2.300e1","228.2166","2.000e1"
"559.0423","2.300e1","348.3948","2.800e1","228.9096","2.400e1"
"559.0985","2.000e1","348.6296","2.100e1","229.1248","4.914e1"
"559.4233","2.100e1","349.1049","2.700e1","229.1999","4.100e1"
"559.5196","2.800e1","349.1284","2.899e1","229.2307","2.200e1"
"559.6519","2.300e1","350.0985","1.252e2","229.9353","2.600e1"
"559.8649","2.300e1","350.1411","4.236e0","230.0573","1.519e2"
"559.9805","3.100e1","350.8785","2.000e1","230.1468","1.674e1"
"560.2158","2.300e1","351.0419","4.986e1","230.2362","5.400e1"
"560.2607","2.700e1","351.0775","2.962e2","230.2784","2.400e1"
"560.5148","2.600e1","351.1002","3.595e2","230.4862","2.300e1"
"560.9457","2.300e1","351.1411","1.006e2","230.6384","2.000e1"
"561.0605","3.300e1","351.3591","3.800e1","230.9156","2.500e1"
"561.5483","3.800e1","351.4148","3.600e1","230.9529","2.700e1"
"561.8705","2.200e1","352.0325","2.100e1","231.0307","1.701e2"
"561.9268","3.700e1","352.0773","2.171e1","231.0563","1.834e1"
"562.0620","2.000e1","352.1139","1.354e2","231.0909","9.369e2"
"562.8222","3.500e1","352.1790","1.102e2","231.1181","2.558e2"
"563.1000","4.500e1","352.7176","2.400e1","231.1653","1.577e1"
"563.1505","2.100e1","352.9396","2.300e1","231.1868","8.400e1"
"563.2089","2.100e1","353.0415","4.200e1","231.3181","2.000e1"
"563.3757","3.600e1","353.1257","6.494e1","231.5983","3.300e1"
"563.9208","2.000e1","353.1643","2.025e1","231.6516","2.000e1"
"564.0522","2.100e1","354.0427","2.200e1","232.0300","2.500e1"
"564.1428","1.990e2","354.0778","3.300e1","232.0610","3.297e2"
"564.2707","2.000e1","354.1107","6.021e1","232.0774","4.567e2"
"564.3066","2.100e1","354.1413","2.115e1","232.1404","1.024e4"
"564.5526","3.600e1","354.2080","2.600e1","232.2213","2.900e1"
"564.8318","2.500e1","355.1172","1.347e2","232.3237","3.800e1"
"565.1368","1.010e2","355.1491","3.688e1","232.4999","6.300e1"
"565.1931","2.100e1","355.1778","3.898e1","232.5752","2.000e1"
"565.2814","3.100e1","356.1246","1.802e2","232.8789","1.020e2"
"565.4065","4.200e1","356.1574","3.664e1","233.0217","2.200e1"
"566.1332","4.900e1","356.1810","2.141e1","233.0555","2.656e2"
"566.2267","5.300e1","356.3127","2.600e1","233.1063","4.388e2"
"566.2720","4.200e1","356.5409","2.700e1","233.1465","7.456e2"
"566.4062","3.600e1","356.6968","2.300e1","233.2640","2.300e1"
"566.7808","4.500e1","356.9922","2.200e1","233.4397","3.500e1"
"567.0361","2.100e1","357.1453","5.883e2","234.0296","7.700e1"
"567.0962","4.300e1","357.1674","1.397e2","234.0558","2.772e1"
"567.1346","2.300e1","358.1181","2.800e1","234.0887","3.499e3"
"567.1519","2.200e1","358.1309","7.166e1","234.1395","1.224e2"
"567.1735","2.200e1","358.1645","4.318e1","234.2860","3.000e1"
"567.2428","8.316e1","358.3366","2.000e1","234.5188","3.000e1"
"567.3517","2.600e1","358.4593","3.000e1","234.6310","2.200e1"
"567.8367","9.100e1","359.0975","5.500e1","235.0046","4.200e1"
"568.0388","2.100e1","359.1333","7.888e1","235.0328","4.600e1"
"568.0871","4.500e1","359.2147","2.100e1","235.0814","2.550e3"
"568.1087","1.575e2","359.4186","2.300e1","235.1228","1.046e1"
"568.1305","5.452e1","360.0910","2.600e1","235.7374","2.100e1"
"568.1513","2.354e1","360.1336","4.577e1","235.8969","2.200e1"
"568.4655","2.600e1","360.2131","2.500e1","236.0317","3.689e1"
"569.5030","2.200e1","361.1661","1.663e2","236.0674","2.913e3"
"569.6337","2.600e1","361.2030","1.910e2","236.1235","5.277e1"
"569.6971","2.100e1","361.2736","3.500e1","236.1649","1.579e1"
"569.8839","2.200e1","362.0650","2.400e1","236.2872","2.000e1"
"570.4114","5.000e1","362.1210","1.219e2","237.0429","1.412e2"
"570.8740","2.900e1","362.1825","1.924e3","237.0672","1.676e2"
"571.1592","2.300e1","362.2297","1.699e1","237.0920","6.318e2"
"571.3738","2.100e1","362.3081","2.100e1","237.1240","8.465e1"
"571.7727","4.600e1","363.0150","2.300e1","237.5361","2.700e1"
"571.9881","2.300e1","363.0404","2.500e1","237.8194","2.900e1"
"572.1872","2.300e1","363.0928","5.193e2","237.9838","2.000e1"
"572.9432","2.195e1","363.1766","4.095e2","238.0134","2.289e1"
"572.9766","3.200e1","363.2139","6.914e1","238.0444","4.308e1"
"573.2559","2.200e1","363.5468","2.000e1","238.0830","3.134e3"
"573.9348","5.600e1","363.5773","2.600e1","238.1404","1.190e2"
"573.9884","2.100e1","363.6961","2.100e1","238.3047","7.200e1"
"574.1321","2.500e1","364.0474","2.100e1","238.6491","2.100e1"
"574.3469","2.000e1","364.1154","2.384e2","238.7724","2.100e1"
"574.8024","2.200e1","364.1405","1.172e2","238.9740","3.300e1"
"575.6075","2.600e1","364.1844","4.915e1","239.0591","3.729e1"
"575.6782","2.400e1","364.2143","2.300e1","239.0815","1.278e2"
"575.7653","2.400e1","364.4175","2.900e1","239.1246","6.668e1"
"576.1601","2.000e1","364.5401","2.500e1","239.1597","9.377e0"
"576.2521","2.500e1","364.7800","2.400e1","239.3911","2.200e1"
"576.3899","3.200e1","364.8532","4.600e1","239.4121","3.000e1"
"576.4547","2.300e1","365.0534","3.600e1","240.0358","1.654e1"
"576.6140","2.600e1","365.1054","9.487e2","240.0563","9.181e1"
"576.7517","3.200e1","365.1581","2.167e1","240.0966","3.060e2"
"577.0201","2.000e1","365.1918","2.764e1","240.1358","8.013e1"
"577.4136","2.100e1","365.2195","2.100e1","240.1592","6.892e1"
"577.5717","7.100e1","365.3115","3.000e1","240.1991","6.100e1"
"577.6647","7.900e1","365.7897","3.200e1","240.2859","3.900e1"
"577.7822","9.200e1","365.9938","2.100e1","240.3420","2.900e1"
"577.8601","2.300e1","366.0880","3.200e1","240.5054","2.500e1"
"578.0393","2.300e1","366.0971","6.561e1","240.9978","7.000e1"
"578.3041","3.400e1","366.1157","5.650e1","241.0506","1.202e1"
"578.4538","2.000e1","366.1239","2.439e1","241.0896","1.685e2"
"578.5977","7.600e1","366.1770","2.067e1","241.1373","1.216e1"
"578.6347","3.000e1","366.1989","4.700e1","241.1522","7.807e1"
"579.8535","2.300e1","366.5385","2.100e1","241.2824","2.200e1"
"580.2570","3.100e1","366.5868","2.100e1","242.0051","2.700e1"
"580.4559","2.100e1","366.8631","3.700e1","242.0463","1.479e1"
"581.1292","2.500e1","367.0717","5.200e1","242.0647","6.107e1"
"581.1736","2.100e1","367.1281","2.690e2","242.1292","4.641e3"
"581.3682","2.000e1","367.1506","1.028e2","242.2840","7.000e1"
"582.3326","2.000e1","367.3326","5.200e1","242.5500","6.300e1"
"582.5823","3.100e1","367.9199","3.900e1","242.6884","2.200e1"
"582.6100","5.200e1","368.1169","1.250e3","242.9831","2.100e1"
"582.7089","5.700e1","368.1711","1.915e1","243.0369","2.237e1"
"583.2128","4.400e1","368.2017","2.300e1","243.0574","1.996e1"
"583.4084","2.900e1","368.2462","3.200e1","243.1101","1.373e4"
"583.6943","2.300e1","369.1085","1.380e2","243.1905","1.270e2"
"583.7414","3.000e1","369.1476","5.392e1","243.3151","2.700e1"
"583.7849","4.300e1","369.7672","2.500e1","243.5569","3.000e1"
"583.9514","2.100e1","369.8750","3.200e1","243.8643","2.000e1"
"583.9758","2.300e1","369.9507","3.200e1","243.9630","3.000e1"
"584.0212","2.200e1","370.1239","6.853e1","244.0387","2.656e1"
"584.3309","3.200e1","370.1606","2.088e1","244.0641","1.764e1"
"584.4656","2.800e1","370.2131","2.100e1","244.1104","8.275e2"
"584.8000","4.700e1","371.0999","2.900e1","244.1445","4.982e2"
"584.9299","4.100e1","371.1682","9.409e1","244.1837","2.300e1"
"585.1009","2.100e1","372.1683","6.623e2","244.3975","2.700e1"
"585.5810","4.800e1","372.2322","7.400e1","244.5877","3.200e1"
"585.6301","3.200e1","372.5269","2.400e1","245.0580","3.935e1"
"585.6956","2.400e1","372.5740","3.400e1","245.1310","5.348e2"
"585.8896","2.700e1","372.7986","3.700e1","246.0307","4.066e1"
"585.9966","2.100e1","373.0106","2.100e1","246.0574","1.205e2"
"586.2332","2.300e1","373.0570","4.700e1","246.1241","4.485e2"
"586.5206","2.300e1","373.1212","4.600e1","246.2878","3.700e1"
"586.7375","2.800e1","373.1476","1.358e2","246.6668","2.900e1"
"587.1427","2.200e1","373.1797","6.613e1","246.7981","2.000e1"
"587.6998","2.300e1","373.7735","3.600e1","247.0374","4.539e1"
"587.9036","2.300e1","373.8349","2.700e1","247.0701","6.174e1"
"588.1448","2.300e1","373.8896","2.400e1","247.1393","1.363e2"
"588.2573","2.200e1","374.0328","2.200e1","247.3676","3.100e1"
"588.4316","2.000e1","374.1080","3.400e1","247.4719","2.200e1"
"588.5721","3.400e1","374.1436","1.777e1","247.5742","2.200e1"
"588.6181","4.200e1","374.1849","4.206e1","248.0639","1.147e3"
"588.8196","3.100e1","374.5025","2.900e1","248.1226","1.001e3"
"588.9622","2.100e1","374.8722","2.000e1","248.1749","2.395e1"
"589.0382","2.500e1","375.0523","2.600e1","248.4482","2.800e1"
"589.0937","2.200e1","375.0848","5.800e1","248.9451","3.900e1"
"589.3460","2.300e1","375.1803","5.059e1","248.9774","2.100e1"
"589.4774","2.100e1","375.2515","4.300e1","249.0149","4.800e1"
"589.7013","3.200e1","375.9856","2.100e1","249.0484","1.943e2"
"590.0735","2.200e1","376.0253","4.000e1","249.0996","3.632e3"
"590.3388","7.700e1","376.1656","1.347e2","249.1641","9.513e1"
"590.8450","2.500e1","376.3373","2.100e1","249.2413","2.200e1"
"590.9703","2.300e1","376.4029","2.100e1","249.3191","2.000e1"
"591.1606","2.200e1","377.1066","3.000e1","249.3595","2.300e1"
"591.3773","4.900e1","377.1570","9.610e2","249.4797","2.100e1"
"591.7291","2.000e1","377.4404","3.100e1","249.5457","3.000e1"
"591.7599","3.614e1","377.9995","2.300e1","249.6292","2.300e1"
"592.0662","2.200e1","378.0958","6.900e1","249.6491","2.400e1"
"592.2779","4.600e1","378.1554","3.503e2","249.7306","2.600e1"
"592.8347","2.000e1","378.1971","3.100e1","250.0198","2.396e1"
"592.9461","2.600e1","378.9154","4.400e1","250.0826","7.180e3"
"593.0672","2.400e1","379.0347","2.400e1","250.1330","6.872e2"
"593.1672","2.800e1","379.1351","2.601e2","250.2861","4.400e1"
"593.2740","2.700e1","379.2067","8.492e3","250.7931","3.100e1"
"593.4556","2.200e1","379.2989","1.130e2","250.8896","2.800e1"
"593.5682","2.200e1","379.5113","2.300e1","250.9458","2.300e1"
"593.7662","3.400e1","379.7750","4.700e1","251.0367","2.479e1"
"594.1707","7.800e1","380.0556","5.000e1","251.0738","8.293e2"
"594.3386","3.000e1","380.1169","4.509e2","251.1122","3.723e3"
"594.4882","2.100e1","380.1567","1.200e3","251.1789","1.577e1"
"594.8102","4.500e1","380.2072","8.897e2","251.3170","3.400e1"
"595.6546","3.400e1","380.4709","2.100e1","251.3962","3.700e1"
"595.8422","9.500e1","380.8607","2.500e1","251.7038","2.700e1"
"596.6586","2.300e1","381.0891","8.300e1","251.9336","2.000e1"
"597.0923","2.500e1","381.1518","6.762e2","251.9855","2.500e1"
"597.2679","2.100e1","381.2298","5.600e1","252.0570","1.571e2"
"597.4264","2.300e1","381.3261","2.400e1","252.1005","6.817e3"
"597.4954","2.100e1","381.4926","2.600e1","252.2755","3.600e1"
"597.5408","2.700e1","382.1371","2.570e3","252.5884","7.400e1"
"597.7385","2.700e1","382.2032","5.252e1","252.6219","2.600e1"
"597.7905","2.800e1","382.2941","2.900e1","252.6756","2.300e1"
"598.1484","2.600e1","382.6479","2.500e1","252.9996","5.000e1"
"598.4429","2.300e1","383.0304","3.100e1","253.0398","2.356e1"
"598.5386","2.200e1","383.0623","2.300e1","253.0923","5.446e3"
"598.5761","2.400e1","383.1277","3.150e2","253.2034","2.500e1"
"598.6276","2.200e1","383.2936","2.300e1","253.4622","2.100e1"
"598.9181","2.100e1","383.3499","2.000e1","253.9915","4.000e1"
"599.1792","2.700e1","383.5940","2.600e1","254.0767","4.928e3"
"599.7418","5.500e1","384.0288","2.100e1","254.1107","2.643e2"
"599.9427","3.534e1","384.0650","2.100e1","254.1325","2.452e2"
"599.9810","8.200e1","384.1703","1.357e1","254.2802","2.000e1"
"600.6000","6.700e1","384.2439","5.400e1","255.0513","8.656e1"
"600.8919","2.400e1","384.2881","8.600e1","255.0811","3.886e2"
"601.0337","2.500e1","384.8586","2.200e1","255.1102","2.593e2"
"601.2144","4.900e1","385.1472","6.379e2","255.1392","3.185e1"
"601.6348","2.300e1","385.4651","3.400e1","255.2817","3.900e1"
"601.7039","2.100e1","385.9975","4.700e1","256.0014","3.000e1"
"601.7662","3.300e1","386.0563","2.500e1","256.0684","4.436e1"
"602.0778","2.200e1","386.1196","6.722e1","256.1417","1.328e2"
"602.5010","2.600e1","386.1529","3.556e1","256.2030","2.500e1"
"602.8268","2.500e1","386.1650","1.088e1","256.3113","2.600e1"
"603.1254","5.300e1","386.1980","1.550e1","256.3587","4.300e1"
"603.1677","2.000e1","386.8383","3.100e1","256.6359","2.300e1"
"603.2081","2.600e1","386.8675","8.600e1","257.1397","8.763e1"
"603.4266","2.700e1","387.0872","2.633e1","257.6471","2.000e1"
"603.5287","5.100e1","387.0966","2.309e1","258.1327","3.319e1"
"603.5644","3.331e1","387.1306","1.013e2","258.3593","7.600e1"
"603.6276","5.100e1","387.1486","2.451e2","258.4520","2.400e1"
"603.9493","3.200e1","387.1961","5.411e1","259.0756","3.014e2"
"604.2360","5.800e1","387.2306","2.100e1","259.1553","2.961e3"
"604.5875","2.700e1","387.5798","2.800e1","259.8358","5.100e1"
"604.9420","2.100e1","388.0233","5.100e1","259.9936","2.400e1"
"605.1621","2.400e1","388.0651","4.800e1","260.0646","1.204e3"
"605.2297","2.100e1","388.1208","4.284e1","260.1435","6.903e2"
"605.2915","2.700e1","388.3832","3.700e1","260.1636","2.465e2"
"605.3238","2.700e1","388.7896","4.400e1","260.1737","1.192e2"
"605.4086","6.100e1","389.0988","3.927e1","260.2598","5.800e1"
"605.4514","3.200e1","389.1132","7.482e1","260.9902","8.200e1"
"605.6364","6.500e1","389.1285","8.890e1","261.0521","1.262e3"
"605.9766","2.300e1","389.1948","1.002e2","261.0747","1.518e2"
"606.1829","4.000e1","389.2217","2.300e1","261.0980","1.704e1"
"606.2385","2.300e1","390.0242","2.300e1","261.1334","9.157e1"
"606.3921","2.100e1","390.0691","2.500e1","261.1669","4.850e2"
"606.4423","4.700e1","390.1108","1.280e1","261.4465","2.700e1"
"606.7574","5.300e1","390.1594","5.459e1","262.0711","2.516e2"
"607.0059","2.100e1","390.1796","4.162e1","262.1542","3.838e3"
"607.0391","2.500e1","390.1841","2.426e1","262.2335","2.600e1"
"607.0887","2.100e1","390.3542","4.200e1","262.7055","3.700e1"
"607.2982","2.500e1","390.6493","4.200e1","263.0593","1.239e2"
"607.4250","2.200e1","390.9357","2.500e1","263.0770","4.026e2"
"607.6461","2.400e1","391.0115","2.500e1","263.1380","3.006e3"
"607.7493","2.200e1","391.0875","1.649e2","263.2292","2.900e1"
"607.7774","2.700e1","391.1416","3.237e1","263.3528","2.400e1"
"607.9550","2.200e1","391.4311","2.200e1","263.4858","2.200e1"
"608.1909","4.100e1","391.7511","6.300e1","263.6808","2.200e1"
"608.4754","5.000e1","391.8269","2.100e1","263.8206","3.300e1"
"608.6808","5.000e1","392.0407","9.900e1","263.9437","8.100e1"
"608.7655","9.800e1","392.1217","4.539e2","264.0642","1.095e3"
"608.8309","2.300e1","392.1809","1.126e2","264.1103","9.713e2"
"609.0440","2.200e1","392.2666","3.600e1","264.1435","3.651e2"
"609.1018","2.100e1","392.5217","2.000e1","264.1951","1.866e1"
"609.6879","2.200e1","393.0830","7.981e1","264.2314","1.566e2"
"610.0798","2.800e1","393.0909","1.026e2","264.4094","2.300e1"
"610.3104","2.600e1","393.1096","1.711e2","264.7285","2.200e1"
"610.3748","4.300e1","393.1249","3.901e1","264.8050","5.800e1"
"610.6257","2.200e1","393.2018","1.780e1","264.8531","2.000e1"
"610.6535","2.900e1","393.7080","2.400e1","265.0139","2.100e1"
"610.7788","6.400e1","394.1363","6.730e1","265.0412","1.244e2"
"610.8218","3.500e1","394.1723","3.957e1","265.0939","8.137e3"
"611.1995","2.100e1","395.0637","2.100e1","265.1414","3.903e2"
"612.1860","5.300e1","395.0946","2.059e1","265.1814","8.651e0"
"612.3447","2.900e1","395.1185","2.309e1","265.2468","2.900e1"
"612.7983","2.000e1","395.1666","1.703e2","265.4514","2.700e1"
"613.3909","2.800e1","396.0662","3.400e1","265.4931","2.000e1"
"613.6145","2.100e1","396.1133","9.820e0","265.6483","2.100e1"
"613.9336","2.000e1","396.2018","5.264e2","265.8044","3.700e1"
"614.0495","3.300e1","396.2805","2.200e1","265.8257","2.300e1"
"614.0870","2.470e1","396.9629","2.000e1","265.8968","6.900e1"
"614.2079","2.100e1","397.0094","3.100e1","266.0778","4.542e3"
"614.3726","2.400e1","397.0756","3.100e1","266.1248","5.508e3"
"614.4313","4.900e1","397.1241","1.191e2","266.1841","5.659e1"
"614.6969","2.100e1","397.1376","1.908e2","266.2905","2.400e1"
"615.0187","2.200e1","397.1699","6.939e2","266.4742","2.200e1"
"615.0538","3.300e1","397.2097","1.458e2","266.6183","2.300e1"
"615.3181","4.900e1","397.3705","2.700e1","266.8554","2.700e1"
"615.3940","6.900e1","397.6794","2.600e1","266.8984","2.400e1"
"615.5297","2.400e1","397.7975","4.500e1","267.0334","1.541e1"
"615.6917","2.000e1","398.0235","4.400e1","267.0719","2.549e2"
"616.2959","2.400e1","398.1721","9.417e2","267.1115","1.899e3"
"616.3951","2.100e1","398.2440","2.000e1","267.1524","1.753e1"
"616.4820","3.300e1","398.8665","3.500e1","267.1932","2.726e1"
"616.9595","2.100e1","398.9182","5.400e1","267.2413","1.230e2"
"617.0894","2.700e1","398.9856","2.800e1","267.2963","2.900e1"
"617.1449","2.200e1","399.1584","1.892e3","267.6598","4.200e1"
"617.2521","4.000e1","399.2944","6.600e1","267.9810","2.100e1"
"617.3075","2.000e1","399.4531","2.500e1","268.0916","1.274e3"
"617.5165","2.100e1","399.9483","2.300e1","268.1429","1.075e3"
"617.5692","7.000e1","400.0599","1.930e2","268.2452","4.300e1"
"617.7126","7.000e1","400.1552","4.356e2","268.3091","2.900e1"
"617.8087","2.100e1","400.2150","4.522e1","268.3684","2.400e1"
"617.8900","5.000e1","401.0739","2.100e1","268.4462","3.200e1"
"618.0707","2.400e1","401.1450","1.382e2","268.5120","2.400e1"
"618.1138","4.700e1","401.4299","2.000e1","269.0771","5.530e1"
"618.2779","2.900e1","401.5080","2.500e1","269.1250","5.942e3"
"618.3279","2.400e1","401.5346","3.000e1","269.2063","1.412e2"
"618.3782","2.100e1","401.8668","5.000e1","269.2300","2.382e1"
"618.4344","7.600e1","402.0373","2.100e1","269.2584","3.000e1"
"618.6149","2.100e1","402.1916","2.873e0","269.3297","2.500e1"
"618.6884","2.100e1","402.4611","2.100e1","269.7769","2.600e1"
"618.9252","3.300e1","402.7527","2.400e1","269.8226","2.000e1"
"619.2267","2.300e1","402.9585","2.700e1","269.8491","2.600e1"
"619.6129","2.300e1","403.1158","2.020e1","270.0268","2.211e1"
"619.6662","2.200e1","403.1582","6.737e1","270.0435","9.000e0"
"619.9351","2.400e1","403.2052","1.821e1","270.1201","9.194e2"
"620.1629","3.200e1","403.5975","2.900e1","270.1790","1.977e0"
"620.2800","2.500e1","403.6493","2.400e1","270.7516","5.500e1"
"620.7695","2.600e1","404.0303","2.100e1","270.7949","2.300e1"
"621.3225","5.900e1","404.0676","4.085e1","271.0138","2.100e1"
"621.5610","2.100e1","404.0984","2.891e2","271.1040","1.751e3"
"621.6031","2.800e1","404.1650","1.687e3","271.1451","2.822e1"
"621.6875","5.900e1","404.2323","2.900e1","271.5239","2.000e1"
"621.8082","2.400e1","404.2854","4.500e1","271.6872","4.200e1"
"621.9114","2.500e1","404.6348","4.500e1","272.0589","9.287e1"
"622.1456","7.800e1","404.8961","2.200e1","272.0757","1.363e2"
"622.2290","2.100e1","405.1483","5.882e3","272.1428","9.145e1"
"622.7214","2.400e1","405.2447","2.300e1","272.4796","4.300e1"
"622.7594","2.200e1","405.6772","2.100e1","272.6587","8.700e1"
"623.0273","2.900e1","405.7003","3.400e1","272.8714","2.200e1"
"623.1398","5.000e1","405.8768","2.800e1","273.1447","3.809e1"
"623.1846","2.100e1","406.0977","2.934e1","273.1750","4.926e1"
"623.2627","5.700e1","406.1515","8.444e2","273.2016","2.100e1"
"623.3689","9.000e1","407.0033","2.200e1","273.3325","2.600e1"
"623.5521","2.200e1","407.0765","2.100e1","273.9829","6.700e1"
"623.6573","3.100e1","407.1241","5.954e1","274.1499","1.885e2"
"624.0149","1.110e2","407.1349","1.298e2","274.1663","3.667e1"
"624.1635","2.600e1","407.1532","1.415e2","274.1749","3.714e1"
"624.2701","2.900e1","407.1695","5.073e1","274.4738","2.300e1"
"624.6252","2.344e1","407.3619","2.100e1","274.7568","2.200e1"
"624.6631","2.400e1","407.5063","2.600e1","274.8420","2.200e1"
"624.8213","2.900e1","407.8294","2.100e1","275.0770","6.450e1"
"625.0820","2.900e1","408.0572","2.700e1","275.3871","2.800e1"
"625.4008","7.200e1","408.1195","9.607e2","275.5585","2.300e1"
"625.8984","2.300e1","408.1854","7.012e1","275.5776","2.500e1"
"626.1071","9.000e1","408.2080","3.944e0","275.8367","5.700e1"
"626.2306","3.200e1","408.2547","2.400e1","275.9077","4.500e1"
"626.3470","2.500e1","408.8722","2.100e1","276.0487","2.261e1"
"626.4019","2.300e1","409.0276","2.300e1","276.0673","2.168e1"
"626.6075","2.000e1","409.1410","7.339e2","276.1105","2.627e3"
"626.6739","2.200e1","409.2064","4.798e1","276.1475","1.717e2"
"627.5311","2.400e1","409.8213","3.800e1","276.1837","3.245e2"
"627.6942","4.100e1","410.0444","3.800e1","276.4291","4.200e1"
"627.9861","2.000e1","410.1298","4.080e3","276.4975","4.300e1"
"628.2579","5.400e1","410.2162","1.909e1","276.5772","2.200e1"
"628.4667","2.400e1","410.2994","2.500e1","276.7857","2.100e1"
"628.7092","2.100e1","410.4305","3.200e1","277.0227","6.000e1"
"628.7391","6.484e1","410.5585","7.700e1","277.0933","1.025e4"
"628.7897","2.200e1","410.9448","3.300e1","277.1710","1.099e2"
"628.8455","2.100e1","411.0313","3.800e1","277.2943","6.100e1"
"628.9080","2.300e1","411.1276","7.888e2","277.3906","2.600e1"
"629.0170","2.000e1","411.2028","1.835e2","277.5098","2.400e1"
"629.1542","6.900e1","411.4724","2.400e1","277.8682","2.200e1"
"629.1995","4.200e1","411.5752","5.100e1","277.9763","2.400e1"
"629.4100","4.600e1","411.6395","2.200e1","278.0269","2.300e1"
"629.4445","2.600e1","412.0384","3.600e1","278.0788","6.335e3"
"629.6736","9.200e1","412.1021","1.462e1","278.1420","1.344e1"
