"mz_10eV","10eV","mz_20eV","20eV","mz_30eV","30eV"
"62.7896","3.60E+1","54.9993","3.70E+1","55.3065","2.10E+1"
"69.2147","2.30E+1","55.055","3.80E+1","57.7013","2.10E+1"
"70.0301","2.60E+1","57.4828","2.20E+1","59.9279","2.30E+1"
"70.7024","2.20E+1","62.0149","3.90E+1","60.9822","4.80E+1"
"71.8223","1.28E+2","69.0708","3.60E+1","63.0155","6.90E+1"
"72.0844","5.60E+1","70.03","2.20E+1","63.0257","2.35E+1"
"74.0952","2.10E+1","70.0635","2.20E+1","65.0424","2.40E+1"
"77.1134","2.80E+1","71.8598","2.20E+1","68.0456","2.30E+1"
"80.0543","2.10E+1","74.06","2.10E+1","70.0632","5.20E+1"
"84.046","3.30E+1","74.9548","2.50E+1","71.071","2.70E+1"
"84.0831","4.70E+1","75.0192","2.10E+1","71.5575","2.20E+1"
"84.9585","1.18E+2","75.9521","2.30E+1","71.7943","2.10E+1"
"85.031","2.10E+1","77.0343","1.06E+2","71.9307","9.20E+1"
"86.0951","8.70E+1","77.0455","1.32E+2","72.0846","2.10E+1"
"86.2133","2.10E+1","78.0451","2.50E+1","72.9372","2.60E+1"
"86.9417","2.60E+1","79.0562","1.46E+2","75.0228","2.60E+1"
"87.9651","2.00E+1","79.1196","2.50E+1","77.001","3.20E+1"
"88.0247","2.10E+1","81.0516","5.40E+1","77.0218","3.30E+1"
"88.5365","2.40E+1","81.4138","2.00E+1","77.0383","1.15E+3"
"88.9571","2.00E+1","82.0655","1.27E+2","78.0431","1.13E+2"
"90.3258","6.40E+1","84.0436","1.06E+2","79.0177","2.70E+1"
"91.0437","2.70E+1","84.0831","8.90E+1","79.0375","2.20E+1"
"91.0552","5.20E+1","84.9489","2.04E+1","79.0551","2.24E+2"
"91.7373","3.80E+1","84.9593","5.41E+1","80.0479","7.00E+1"
"93.0691","2.30E+1","85.0231","2.70E+1","80.0597","2.10E+1"
"93.4642","2.60E+1","85.0435","4.70E+1","80.475","2.00E+1"
"94.0667","2.30E+1","86.1013","2.30E+1","84.0794","4.90E+1"
"94.2494","2.90E+1","87.0444","2.00E+1","85.0432","2.30E+1"
"94.9922","4.60E+1","87.0522","2.80E+1","86.0942","2.30E+1"
"96.9625","1.57E+2","88.0214","4.80E+1","88.0213","4.90E+1"
"96.9792","6.30E+1","88.2972","2.50E+1","89.038","1.07E+3"
"97.9744","7.20E+1","88.9555","2.20E+1","89.9418","4.90E+1"
"98.0596","2.10E+1","89.0382","2.00E+1","89.9619","2.70E+1"
"98.9068","4.50E+1","89.0564","1.16E+2","90.0462","4.52E+2"
"98.9673","8.95E+1","89.5136","3.60E+1","90.1431","2.10E+1"
"99.6446","2.30E+1","90.0425","1.23E+2","91.0067","4.40E+1"
"99.9706","4.62E+2","90.1954","4.60E+1","91.0372","1.38E+2"
"100.94","6.07E+1","91.0157","3.00E+1","91.0556","3.90E+3"
"100.9536","4.80E+1","91.0558","1.19E+3","91.0875","2.30E+1"
"101.9403","1.25E+2","92.0475","6.98E+1","91.1003","3.10E+1"
"101.9494","1.02E+2","92.0582","6.42E+1","92.0435","2.45E+1"
"101.9647","2.66E+2","92.5532","2.60E+1","92.0594","3.71E+2"
"103.0572","2.00E+1","93.0579","2.53E+2","92.7857","2.10E+1"
"103.6706","2.00E+1","93.0763","1.21E+2","93.059","3.81E+2"
"104.9552","2.20E+1","93.1164","3.00E+1","93.8042","3.00E+1"
"105.0733","2.50E+1","94.0662","1.99E+2","94.06","7.50E+1"
"105.0888","3.10E+1","94.7421","2.30E+1","95.0717","2.30E+1"
"105.2077","2.10E+1","94.9132","5.50E+1","96.0475","5.70E+1"
"106.0699","2.09E+2","95.0663","5.10E+1","96.0835","2.60E+1"
"107.0643","2.30E+1","96.0777","4.80E+1","96.9156","2.40E+1"
"107.1486","2.20E+1","96.5021","2.50E+1","97.9336","2.60E+1"
"109.0618","2.20E+1","96.5803","3.20E+1","97.9668","4.30E+1"
"112.5125","2.30E+1","96.958","2.30E+1","98.024","2.80E+1"
"112.6309","2.00E+1","97.0875","2.10E+1","98.1002","2.10E+1"
