"Low","low","Med","med","High","high"
"202.08224487305","3","297.05633544922","10","433.0764465332","19"
"205.09452819824","3","299.03408813477","10","457.18362426758","19"
"213.08985900879","3","299.04116821289","10","503.0666809082","19"
"215.08934020996","3","304.06777954102","10","551.11462402344","19"
"219.15867614746","3","305.07458496094","10","586.14050292969","19"
"228.04463195801","3","308.06900024414","10","106.0456161499","20"
"229.0404510498","3","309.04641723633","10","131.05291748047","20"
"229.07760620117","3","329.07192993164","10","152.04508972168","20"
"230.0446472168","3","330.10437011719","10","161.08241271973","20"
"231.09457397461","3","331.09005737305","10","165.05567932129","20"
"238.12571716309","3","335.95428466797","10","165.08721923828","20"
"240.13766479492","3","336.08551025391","10","168.0760345459","20"
"242.03712463379","3","340.02355957031","10","183.0650177002","20"
"245.06683349609","3","350.08575439453","10","183.13975524902","20"
"253.17744445801","3","351.05480957031","10","187.08361816406","20"
"255.0394744873","3","351.10845947266","10","205.09745788574","20"
"257.00997924805","3","357.06735229492","10","207.11215209961","20"
"258.06051635742","3","362.07138061523","10","209.97772216797","20"
"259.07366943359","3","372.08920288086","10","241.0419921875","20"
"260.39242553711","3","375.05462646484","10","249.13468933105","20"
"263.16275024414","3","378.13925170898","10","258.05722045898","20"
"264.06619262695","3","378.16311645508","10","259.03744506836","20"
"270.12414550781","3","393.00521850586","10","270.04345703125","20"
"283.04470825195","3","397.08337402344","10","270.09725952148","20"
"285.12728881836","3","399.05065917969","10","285.02713012695","20"
"285.55578613281","3","403.09426879883","10","287.04763793945","20"
"285.85314941406","3","406.06924438477","10","287.0788269043","20"
"294.13009643555","3","407.22018432617","10","339.03973388672","20"
"298.15386962891","3","409.15859985352","10","341.98037719727","20"
"311.03112792969","3","409.21237182617","10","341.98794555664","20"
"315.15762329102","3","416.16494750977","10","342.13928222656","20"
"323.0361328125","3","417.06268310547","10","342.14685058594","20"
"324.04803466797","3","419.07040405273","10","355.2643737793","20"
"326.98226928711","3","429.12628173828","10","357.07894897461","20"
"330.10067749023","3","431.16705322266","10","359.09967041016","20"
"331.09750366211","3","431.97027587891","10","363.14263916016","20"
"337.15521240234","3","435.07110595703","10","364.0983581543","20"
"337.66625976562","3","497.06936645508","10","391.00842285156","20"
"338.05355834961","3","517.20959472656","10","401.05966186523","20"
"339.04348754883","3","540.10528564453","10","405.04754638672","20"
"341.98416137695","3","544.12054443359","10","456.3310546875","20"
"349.06832885742","3","544.12530517578","10","551.10015869141","20"
"352.96618652344","3","553.25378417969","10","570.04724121094","20"
"355.07162475586","3","586.22467041016","10","581.05523681641","20"
"359.10354614258","3","616.3349609375","10","123.03894805908","21"
"366.09967041016","3","70.061668395996","11","174.13948059082","21"
"369.13552856445","3","120.09328460693","11","177.10801696777","21"
"375.04672241211","3","123.05256652832","11","183.15637207031","21"
"376.01397705078","3","124.05079650879","11","193.04551696777","21"
"378.13525390625","3","135.03582763672","11","197.06535339355","21"
"378.15911865234","3","136.06474304199","11","198.0746307373","21"
"390.09878540039","3","137.02090454102","11","201.07150268555","21"
"391.00436401367","3","137.02809143066","11","203.02555847168","21"
"393.06607055664","3","150.91711425781","11","203.02847290039","21"
"393.12689208984","3","153.06840515137","11","215.03833007812","21"
"399.0751953125","3","153.07347106934","11","215.08633422852","21"
"401.06787109375","3","154.06468200684","11","222.15490722656","21"
"404.19985961914","3","154.06723022461","11","222.15795898438","21"
"407.09222412109","3","155.08457946777","11","225.19604492188","21"
"418.04504394531","3","155.08967590332","11","227.08796691895","21"
"419.08297729492","3","157.10626220703","11","233.11413574219","21"
"429.20257568359","3","161.03308105469","11","257.02310180664","21"
"433.12753295898","3","169.13854980469","11","258.13610839844","21"
"448.0788269043","3","170.02833557129","11","259.06707763672","21"
"453.28588867188","3","171.08094787598","11","281.04174804688","21"
"472.98580932617","3","171.16122436523","11","331.03424072266","21"
"497.06478881836","3","173.06402587891","11","363.06076049805","21"
"570.05212402344","3","173.09631347656","11","376.01794433594","21"
"824.40838623047","3","175.03688049316","11","376.02191162109","21"
"844.15521240234","3","179.07360839844","11","429.134765625","21"
"844.35729980469","3","181.06106567383","11","433.04663085938","21"
"72.08634185791","4","183.10929870605","11","490.17907714844","21"
"117.04162597656","4","185.1607208252","11","143.12176513672","22"
"120.08879852295","4","187.03045654297","11","155.07438659668","22"
"123.0548324585","4","193.03982543945","11","165.01626586914","22"
"134.04399108887","4","195.03739929199","11","187.08082580566","22"
"139.04699707031","4","206.03897094727","11","217.1011505127","22"
"140.0595703125","4","207.07093811035","11","234.05834960938","22"
"149.02568054199","4","213.05403137207","11","237.01582336426","22"
"153.07600402832","4","216.07452392578","11","241.03881835938","22"
"156.12062072754","4","217.00471496582","11","241.04516601562","22"
"156.13340759277","4","225.14385986328","11","243.02792358398","22"
"157.05497741699","4","225.19296264648","11","243.12998962402","22"
"160.98635864258","4","227.08488464355","11","245.04121398926","22"
"163.03034973145","4","227.14038085938","11","255.0329284668","22"
"169.10928344727","4","228.04772949219","11","283.06533813477","22"
"169.14122009277","4","228.11877441406","11","287.03726196289","22"
"171.14248657227","4","229.0094909668","11","287.08578491211","22"
"184.96868896484","4","229.08070373535","11","338.05731201172","22"
"185.17184448242","4","242.04666137695","11","355.12173461914","22"
"197.14576721191","4","242.18035888672","11","371.09939575195","22"
"200.14721679688","4","245.02841186523","11","377.09375","22"
"202.99349975586","4","245.06362915039","11","390.09475708008","22"
"207.06799316406","4","247.07568359375","11","424.95803833008","22"
"209.03019714355","4","255.17343139648","11","429.20681762695","22"
"211.10270690918","4","257.05261230469","11","476.09188842773","22"
"213.15855407715","4","258.07037353516","11","160.98895263672","23"
"216.08053588867","4","258.1393737793","11","181.06657409668","23"
"220.76974487305","4","258.14266967773","11","197.14865112305","23"
"227.1619720459","4","259.14282226562","11","205.00956726074","23"
"229.00639343262","4","260.38912963867","11","215.10733032227","23"
"241.01022338867","4","262.11181640625","11","215.14334106445","23"
"242.06576538086","4","265.05108642578","11","220.10458374023","23"
"242.18354797363","4","265.05444335938","11","231.10079956055","23"
"243.0311126709","4","265.11770629883","11","233.04231262207","23"
"245.12768554688","4","265.13436889648","11","241.03245544434","23"
"247.07246398926","4","267.13339233398","11","242.04029846191","23"
"250.08813476562","4","270.12750244141","11","243.02473449707","23"
"250.09460449219","4","271.12026977539","11","315.12493896484","23"
"259.03414916992","4","279.08352661133","11","361.06777954102","23"
"259.0407409668","4","281.0280456543","11","364.05541992188","23"
"260.10861206055","4","283.02404785156","11","390.09069824219","23"
"260.11520385742","4","283.02749633789","11","397.07931518555","23"
"261.19189453125","4","287.07537841797","11","423.25604248047","23"
"263.1428527832","4","289.12750244141","11","429.21105957031","23"
"268.07708740234","4","305.07815551758","11","433.07217407227","23"
"276.05023193359","4","306.06512451172","11","434.99856567383","23"
"286.13336181641","4","306.06869506836","11","585.14044189453","23"
"287.03378295898","4","309.02484130859","11","103.06491088867","24"
"287.16549682617","4","309.16510009766","11","135.04296875","24"
"289.1240234375","4","317.03799438477","11","155.08712768555","24"
"292.05328369141","4","319.45025634766","11","164.03489685059","24"
"299.05883789062","4","323.06188964844","11","165.06094360352","24"
"299.09069824219","4","328.06701660156","11","213.09284973145","24"
"300.16717529297","4","329.01998901367","11","227.07563781738","24"
"302.05923461914","4","329.06820678711","11","255.03620910645","24"
"302.06634521484","4","329.09417724609","11","268.07376098633","24"
"306.03649902344","4","335.11489868164","11","269.05267333984","24"
"310.05059814453","4","336.08178710938","11","310.04699707031","24"
"311.99877929688","4","343.03665161133","11","326.10614013672","24"
"312.11441040039","4","346.83221435547","11","331.03796386719","24"
"313.08737182617","4","350.03982543945","11","335.11865234375","24"
"315.12130737305","4","355.0754699707","11","368.14965820312","24"
"316.05166625977","4","366.90252685547","11","377.05798339844","24"
"323.02877807617","4","375.04275512695","11","433.06793212891","24"
"324.09591674805","4","375.05859375","11","479.0827331543","24"
"324.97302246094","4","377.05401611328","11","117.02835083008","25"
"326.11724853516","4","377.06195068359","11","147.03701782227","25"
"335.13360595703","4","377.08578491211","11","185.1634979248","25"
"350.04364013672","4","393.10256958008","11","201.03959655762","25"
"350.09338378906","4","399.05474853516","11","230.05085754395","25"
"351.01263427734","4","399.07925415039","11","231.08213806152","25"
"354.11627197266","4","402.19119262695","11","309.02844238281","25"
"358.166015625","4","407.22430419922","11","318.92031860352","25"
"359.09579467773","4","431.17129516602","11","319.01165771484","25"
"391.01245117188","4","431.97451782227","11","337.06506347656","25"
"392.15808105469","4","433.05090332031","11","349.08361816406","25"
"405.04342651367","4","433.05514526367","11","434.05615234375","25"
"405.05166625977","4","434.09451293945","11","449.04064941406","25"
"405.08047485352","4","437.25427246094","11","484.10626220703","25"
"427.09036254883","4","448.08312988281","11","135.03820800781","26"
"428.05905151367","4","472.99026489258","11","139.0397644043","26"
"475.11483764648","4","475.19958496094","11","186.09442138672","26"
"480.15795898438","4","517.20495605469","11","228.14349365234","26"
"485.17810058594","4","553.25854492188","11","271.05627441406","26"
"512.01202392578","4","555.02105712891","11","293.0539855957","26"
"575.10870361328","4","563.99230957031","11","298.15036010742","26"
"585.14538574219","4","570.04235839844","11","304.65667724609","26"
